date,CutFlowers,PotOwn,PotPurchased,Wholesale,FruitsVegs,Commodity,mean_temp,mean_humid,mean_prec_height_mm,total_prec_height_mm,mean_prec_flag,total_prec_flag,mean_sun_dur_min,total_sun_dur_h,public_holiday,school_holiday,day_of_week,month,is_weekend
2017-01-23,113.3,1.9,32.2,0.0,8.95,31.95,-12.1125,84.7916666667,0.0,0.0,0.0,0.0,19.6111111111,7.8444444444,no,no,0,1,0
2017-01-24,347.9,2.0,20.9,0.0,49.58,2.79,-9.3916666667,88.1666666667,0.0,0.0,0.3333333333,1.0,0.0,0.0,no,no,1,1,0
2017-01-25,150.0,2.0,15.8,0.0,35.57,73.9,-3.4083333333,81.25,0.0,0.0,0.4583333333,1.0,0.0,0.0,no,no,2,1,0
2017-01-26,50.7,50.9,12.0,0.0,20.45,50.74,-2.2916666667,75.7916666667,0.0,0.0,0.0,0.0,25.9444444444,10.3777777778,no,no,3,1,0
2017-01-27,202.1,0.0,17.0,0.0,40.6,22.5,-6.575,81.875,0.0,0.0,0.0,0.0,26.1666666667,10.4666666667,no,no,4,1,0
2017-01-28,215.55,0.0,11.9,27.13,9.55,7.45,-8.175,83.3333333333,0.0,0.0,0.0,0.0,24.0,9.6,no,no,5,1,1
2017-01-29,0.0,0.0,0.0,0.0,0.0,0.0,-5.7416666667,81.9583333333,0.0,0.0,0.0,0.0,20.9444444444,8.3777777778,no,no,6,1,1
2017-01-30,117.8,0.0,33.8,0.0,3.0,13.58,0.0375,92.9166666667,0.1416666667,3.4,0.625,1.0,0.0,0.0,no,no,0,1,0
2017-01-31,166.7,0.0,2.0,0.0,6.2,73.4,2.0375,94.875,0.05,1.2,0.1666666667,1.0,0.0,0.0,no,no,1,1,0
2017-02-01,95.0,1.9,32.8,0.0,5.4,17.05,0.8,91.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,no,no,2,2,0
2017-02-02,268.8,0.0,14.9,0.0,31.9,23.35,2.0583333333,96.125,0.05,1.2,0.5,1.0,0.0,0.0,no,no,3,2,0
2017-02-03,222.9,0.0,88.5,0.0,12.75,69.44,2.5125,94.125,0.0041666667,0.1,0.2916666667,1.0,0.2777777778,0.1111111111,no,no,4,2,0
2017-02-04,121.1,1.9,15.2,0.0,6.3,28.05,3.1166666667,91.6666666667,0.025,0.6,0.1666666667,1.0,15.5555555556,6.2222222222,no,no,5,2,1
2017-02-05,0.0,0.0,0.0,0.0,0.0,0.0,4.1791666667,81.0,0.0375,0.9,0.2083333333,1.0,26.7222222222,10.6888888889,no,no,6,2,1
2017-02-06,238.6,1.9,54.3,0.0,26.65,74.13,2.7791666667,83.875,0.0,0.0,0.0,0.0,1.1111111111,0.4444444444,no,no,0,2,0
2017-02-07,256.0,3.8,5.5,0.0,2.9,36.4,0.9583333333,91.4166666667,0.0,0.0,0.0,0.0,1.7777777778,0.7111111111,no,no,1,2,0
2017-02-08,210.0,59.0,21.9,0.0,7.63,87.65,0.25,82.9583333333,0.0,0.0,0.0,0.0,7.9444444444,3.1777777778,no,no,2,2,0
2017-02-09,190.6,6.4,26.7,22.95,23.26,35.86,-1.3166666667,77.5833333333,0.0,0.0,0.0,0.0,0.0,0.0,no,no,3,2,0
2017-02-10,221.7,28.8,52.3,0.0,17.75,49.6,0.2041666667,81.0416666667,0.0,0.0,0.0416666667,1.0,1.5,0.6,no,no,4,2,0
2017-02-11,337.4,6.5,13.3,0.0,27.6,29.9,0.75,84.5833333333,0.0041666667,0.1,0.0833333333,1.0,23.7777777778,9.5111111111,no,no,5,2,1
2017-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.4916666667,84.8333333333,0.0,0.0,0.0,0.0,0.0,0.0,no,no,6,2,1
2017-02-13,557.0,26.3,128.9,129.52,5.19,59.3,3.2041666667,63.5416666667,0.0,0.0,0.0,0.0,29.6666666667,11.8666666667,no,no,0,2,0
2017-02-14,1609.2,0.0,31.2,0.0,16.65,36.7,0.35,74.0833333333,0.0,0.0,0.0,0.0,30.1666666667,12.0666666667,no,no,1,2,0
2017-02-15,194.3,5.8,26.6,0.0,22.99,9.25,-0.375,79.5,0.0,0.0,0.0,0.0,29.5555555556,11.8222222222,no,no,2,2,0
2017-02-16,224.45,7.3,3.0,80.7,13.17,21.1,1.2291666667,84.75,0.0791666667,1.9,0.0833333333,1.0,11.6111111111,4.6444444444,no,no,3,2,0
2017-02-17,257.4,6.0,38.8,96.86,45.38,22.7,3.8458333333,96.125,0.15,3.6,0.5833333333,1.0,0.0555555556,0.0222222222,no,no,4,2,0
2017-02-18,212.8,3.0,0.0,0.0,4.5,8.25,3.6041666667,91.625,0.0083333333,0.2,0.25,1.0,0.0,0.0,no,no,5,2,1
2017-02-19,0.0,0.0,0.0,0.0,0.0,0.0,2.3916666667,92.5,0.0291666667,0.7,0.25,1.0,2.0555555556,0.8222222222,no,no,6,2,1
2017-02-20,186.7,6.0,17.3,209.78,18.69,100.65,6.1166666667,91.0833333333,0.1541666667,3.7,0.4583333333,1.0,0.1111111111,0.0444444444,no,no,0,2,0
2017-02-21,180.2,2.0,0.0,33.15,4.5,19.9,7.8708333333,91.625,0.0791666667,1.9,0.6666666667,1.0,0.0555555556,0.0222222222,no,no,1,2,0
2017-02-22,244.3,18.6,41.8,0.0,29.82,84.05,9.3666666667,87.875,0.05,1.2,0.9166666667,1.0,0.0,0.0,no,no,2,2,0
2017-02-23,200.0,33.5,23.8,155.0,33.77,75.85,10.0083333333,71.5416666667,0.0291666667,0.7,0.5833333333,1.0,6.2222222222,2.4888888889,no,no,3,2,0
2017-02-24,367.6,4.5,58.0,0.0,25.82,28.35,4.1458333333,64.0833333333,0.0,0.0,0.3333333333,1.0,11.0555555556,4.4222222222,no,no,4,2,0
2017-02-25,170.7,12.5,32.4,0.0,2.0,78.24,1.6416666667,74.375,0.0,0.0,0.0,0.0,21.2222222222,8.4888888889,no,no,5,2,1
2017-02-26,0.0,0.0,0.0,0.0,0.0,0.0,6.1083333333,61.0416666667,0.0,0.0,0.0833333333,1.0,16.1666666667,6.4666666667,no,no,6,2,1
2017-02-27,345.4,51.1,20.0,83.03,6.8,41.29,9.2666666667,57.4583333333,0.0,0.0,0.0,0.0,19.8333333333,7.9333333333,no,winterferien,0,2,0
2017-02-28,230.8,46.2,0.0,0.0,9.9,11.99,5.7666666667,82.2083333333,0.2375,5.7,0.5833333333,1.0,2.4444444444,0.9777777778,no,winterferien,1,2,0
2017-03-01,158.6,55.6,0.0,0.0,7.6,69.95,5.8541666667,76.3333333333,0.025,0.6,0.6666666667,1.0,4.1111111111,1.6444444444,no,winterferien,2,3,0
2017-03-02,119.6,14.3,0.0,429.03,12.56,9.75,7.8708333333,62.1666666667,0.0041666667,0.1,0.25,1.0,17.1666666667,6.8666666667,no,winterferien,3,3,0
2017-03-03,180.0,97.2,61.5,0.0,18.28,137.65,4.9166666667,68.8333333333,0.0,0.0,0.0,0.0,6.3888888889,2.5555555556,no,winterferien,4,3,0
2017-03-04,326.6,154.3,10.0,0.0,4.8,71.75,7.6333333333,68.0833333333,0.0041666667,0.1,0.0833333333,1.0,21.2777777778,8.5111111111,no,winterferien,5,3,1
2017-03-05,0.0,0.0,0.0,0.0,0.0,0.0,8.1,67.5833333333,0.0083333333,0.2,0.375,1.0,7.3888888889,2.9555555556,no,no,6,3,1
2017-03-06,219.2,33.6,46.2,316.93,14.5,72.2,4.9708333333,89.75,0.1958333333,4.7,0.8333333333,1.0,0.1111111111,0.0444444444,no,no,0,3,0
2017-03-07,144.3,192.2,15.8,0.0,10.4,102.45,4.6125,91.5833333333,0.325,7.8,0.75,1.0,0.9444444444,0.3777777778,no,no,1,3,0
2017-03-08,706.0,47.5,7.0,0.0,16.55,19.58,4.5166666667,88.4583333333,0.2291666667,5.5,0.3333333333,1.0,1.0555555556,0.4222222222,no,no,2,3,0
2017-03-09,94.2,43.3,14.9,248.58,24.81,21.3,8.0958333333,91.0,0.15,3.6,0.4166666667,1.0,0.2777777778,0.1111111111,no,no,3,3,0
2017-03-10,378.0,113.9,22.2,0.0,14.8,63.83,5.7375,70.25,0.0083333333,0.2,0.2916666667,1.0,15.6666666667,6.2666666667,no,no,4,3,0
2017-03-11,239.1,79.1,18.2,0.0,9.5,100.65,3.4166666667,76.875,0.0,0.0,0.0,0.0,19.1666666667,7.6666666667,no,no,5,3,1
2017-03-12,0.0,0.0,0.0,0.0,0.0,0.0,3.85,69.6666666667,0.0,0.0,0.0,0.0,30.6111111111,12.2444444444,no,no,6,3,1
2017-03-13,221.75,74.4,11.6,281.43,12.25,45.7,3.2375,72.125,0.0,0.0,0.0,0.0,22.9444444444,9.1777777778,no,no,0,3,0
2017-03-14,271.2,194.8,43.4,0.0,24.15,87.7,4.6,78.0,0.0,0.0,0.0,0.0,16.5,6.6,no,no,1,3,0
2017-03-15,174.9,78.5,8.9,0.0,15.95,93.94,5.3583333333,83.6666666667,0.0,0.0,0.0,0.0,9.8888888889,3.9555555556,no,no,2,3,0
2017-03-16,193.8,264.8,82.7,149.55,22.47,110.1,6.425,73.9583333333,0.0,0.0,0.0,0.0,34.4444444444,13.7777777778,no,no,3,3,0
2017-03-17,194.2,200.6,6.0,0.0,16.75,101.4,7.1041666667,72.375,0.0,0.0,0.0,0.0,11.7222222222,4.6888888889,no,no,4,3,0
2017-03-18,171.8,71.7,18.9,0.0,6.05,43.8,7.9875,87.0416666667,0.5291666667,12.7,0.8333333333,1.0,0.0,0.0,no,no,5,3,1
2017-03-19,0.0,0.0,0.0,0.0,0.0,0.0,9.925,90.6666666667,0.325,7.8,0.7083333333,1.0,0.0,0.0,no,no,6,3,1
2017-03-20,786.8,91.4,6.9,196.03,12.95,18.89,11.0583333333,70.625,0.0,0.0,0.0,0.0,1.9444444444,0.7777777778,no,no,0,3,0
2017-03-21,327.5,46.2,9.0,64.21,4.9,2.25,9.3,77.8333333333,0.1875,4.5,0.5416666667,1.0,0.0,0.0,no,no,1,3,0
2017-03-22,240.3,125.0,22.7,0.0,16.56,73.99,5.7541666667,90.25,0.0375,0.9,0.5416666667,1.0,0.5555555556,0.2222222222,no,no,2,3,0
2017-03-23,282.6,172.8,39.5,166.2,15.42,160.05,7.6541666667,88.375,0.0375,0.9,0.2916666667,1.0,0.7777777778,0.3111111111,no,no,3,3,0
2017-03-24,401.3,59.1,84.3,0.0,11.36,67.05,8.3041666667,76.25,0.0,0.0,0.0,0.0,12.6111111111,5.0444444444,no,no,4,3,0
2017-03-25,186.1,92.7,19.7,0.0,5.0,117.85,7.3458333333,64.9166666667,0.0,0.0,0.0,0.0,35.7222222222,14.2888888889,no,no,5,3,1
2017-03-26,0.0,0.0,0.0,0.0,0.0,0.0,7.0833333333,60.3333333333,0.0,0.0,0.0,0.0,36.6666666667,14.6666666667,no,no,6,3,1
2017-03-27,222.6,156.1,46.2,372.69,20.1,104.45,7.0375,59.5,0.0,0.0,0.0,0.0,38.7222222222,15.4888888889,no,no,0,3,0
2017-03-28,138.5,546.4,19.6,0.0,17.96,185.79,8.8625,64.0833333333,0.0,0.0,0.0,0.0,38.5,15.4,no,no,1,3,0
2017-03-29,257.8,165.7,43.2,0.0,6.2,121.05,11.6541666667,68.0,0.0,0.0,0.0,0.0,27.4444444444,10.9777777778,no,no,2,3,0
2017-03-30,140.0,316.2,63.9,279.92,26.69,134.54,12.35,71.9166666667,0.0,0.0,0.0,0.0,34.0,13.6,no,no,3,3,0
2017-03-31,305.7,155.0,42.2,0.0,13.53,90.35,12.4791666667,69.7916666667,0.0,0.0,0.0,0.0,35.5555555556,14.2222222222,no,no,4,3,0
2017-04-01,345.7,89.1,63.8,50.0,12.04,83.2,13.0416666667,66.8333333333,0.0,0.0,0.0,0.0,23.6666666667,9.4666666667,no,no,5,4,1
2017-04-02,0.0,83.3,0.0,47.6,0.0,0.0,13.1541666667,73.4166666667,0.0,0.0,0.0416666667,1.0,22.0,8.8,no,no,6,4,1
2017-04-03,418.8,68.8,45.2,313.45,27.58,184.09,12.5958333333,69.2083333333,0.0,0.0,0.0,0.0,14.3888888889,5.7555555556,no,no,0,4,0
2017-04-04,143.4,111.3,33.4,0.0,11.34,61.04,6.85,78.5416666667,0.0,0.0,0.0,0.0,8.6666666667,3.4666666667,no,no,1,4,0
2017-04-05,170.3,156.6,38.5,0.0,3.1,2.25,7.375,71.75,0.0,0.0,0.0,0.0,10.3333333333,4.1333333333,no,no,2,4,0
2017-04-06,203.4,97.8,56.9,114.27,5.5,50.65,6.7208333333,60.9166666667,0.0,0.0,0.0833333333,1.0,17.7777777778,7.1111111111,no,no,3,4,0
2017-04-07,344.1,120.4,183.1,0.0,27.34,168.6,8.7833333333,67.25,0.0,0.0,0.0,0.0,9.2777777778,3.7111111111,no,no,4,4,0
2017-04-08,207.9,147.9,33.4,0.0,7.5,77.7,10.7791666667,74.8333333333,0.0,0.0,0.0,0.0,20.2222222222,8.0888888889,no,no,5,4,1
2017-04-09,0.0,0.0,0.0,0.0,0.0,0.0,9.3125,76.125,0.0,0.0,0.0,0.0,36.3888888889,14.5555555556,no,no,6,4,1
2017-04-10,150.3,163.8,83.7,252.36,45.87,41.69,12.0458333333,64.8333333333,0.0,0.0,0.0416666667,1.0,29.1666666667,11.6666666667,no,osterferien,0,4,0
2017-04-11,220.4,2.7,38.4,0.0,21.61,54.1,6.9166666667,66.1666666667,0.0,0.0,0.0,0.0,13.2777777778,5.3111111111,no,osterferien,1,4,0
2017-04-12,488.9,31.0,278.4,0.0,26.33,235.24,10.4416666667,62.0833333333,0.0,0.0,0.0833333333,1.0,6.9444444444,2.7777777778,no,osterferien,2,4,0
2017-04-13,699.88,56.9,239.5,129.66,34.82,178.05,10.3375,67.5,0.0041666667,0.1,0.2916666667,1.0,1.7777777778,0.7111111111,no,osterferien,3,4,0
2017-04-14,0.0,0.0,0.0,0.0,0.0,0.0,9.2541666667,68.4583333333,0.0,0.0,0.0,0.0,13.1111111111,5.2444444444,Karfreitag,osterferien,4,4,0
2017-04-15,825.3,111.7,195.35,0.0,17.01,171.1,9.6833333333,72.0833333333,0.0125,0.3,0.3333333333,1.0,4.6666666667,1.8666666667,no,osterferien,5,4,1
2017-04-16,0.0,0.0,0.0,0.0,0.0,0.0,7.2458333333,70.1666666667,0.0,0.0,0.25,1.0,4.6111111111,1.8444444444,no,osterferien,6,4,1
2017-04-17,0.0,0.0,0.0,0.0,0.0,0.0,3.2166666667,91.5416666667,0.7,16.8,0.7916666667,1.0,2.0,0.8,Ostermontag,osterferien,0,4,0
2017-04-18,143.9,79.7,35.9,0.0,11.0,78.64,3.5458333333,83.5416666667,0.0875,2.1,0.875,1.0,7.0,2.8,no,osterferien,1,4,0
2017-04-19,57.4,0.0,11.7,0.0,24.25,76.26,2.6416666667,73.4166666667,0.0,0.0,0.2916666667,1.0,14.3333333333,5.7333333333,no,osterferien,2,4,0
2017-04-20,92.0,43.3,50.4,0.0,24.95,119.65,2.2333333333,69.5,0.0,0.0,0.0,0.0,26.6666666667,10.6666666667,no,osterferien,3,4,0
2017-04-21,288.1,150.3,64.7,0.0,18.02,241.7,7.4458333333,62.0833333333,0.0,0.0,0.0,0.0,24.1111111111,9.6444444444,no,osterferien,4,4,0
2017-04-22,391.3,31.5,0.0,0.0,21.62,7.75,8.5916666667,70.1666666667,0.075,1.8,0.3333333333,1.0,0.6111111111,0.2444444444,no,osterferien,5,4,1
2017-04-23,0.0,0.0,0.0,0.0,0.0,0.0,5.925,64.2916666667,0.0,0.0,0.0416666667,1.0,6.1666666667,2.4666666667,no,osterferien,6,4,1
2017-04-24,113.9,29.2,130.1,79.05,17.5,32.45,6.6375,69.75,0.0,0.0,0.0,0.0,41.0,16.4,no,no,0,4,0
2017-04-25,94.5,62.7,14.5,0.0,8.2,80.04,6.475,76.625,0.0,0.0,0.0833333333,1.0,8.8888888889,3.5555555556,no,no,1,4,0
2017-04-26,398.3,127.5,41.3,0.0,6.18,33.3,5.5375,85.2916666667,0.1166666667,2.8,0.625,1.0,3.0,1.2,no,no,2,4,0
2017-04-27,114.5,58.2,194.2,0.0,13.13,26.3,6.125,83.0833333333,0.0416666667,1.0,0.4583333333,1.0,0.1666666667,0.0666666667,no,no,3,4,0
2017-04-28,423.5,50.5,94.2,0.0,7.1,100.05,6.5958333333,78.4166666667,0.0166666667,0.4,0.1666666667,1.0,6.0555555556,2.4222222222,no,no,4,4,0
2017-04-29,368.2,19.9,22.9,0.0,12.48,27.7,6.875,79.3333333333,0.0125,0.3,0.25,1.0,8.6666666667,3.4666666667,no,no,5,4,1
2017-04-30,0.0,0.0,0.0,0.0,0.0,0.0,10.1583333333,60.9166666667,0.0,0.0,0.0,0.0,43.0,17.2,no,no,6,4,1
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,9.5458333333,72.9166666667,0.1083333333,2.6,0.3333333333,1.0,14.0,5.6,Erster Mai,no,0,5,0
2017-05-02,192.5,117.1,29.4,0.0,44.1,44.14,7.5583333333,96.4166666667,1.0208333333,24.5,0.7916666667,1.0,0.0,0.0,no,no,1,5,0
2017-05-03,148.7,289.55,42.2,0.0,10.9,66.0,9.5208333333,85.9583333333,0.125,3.0,0.375,1.0,1.3333333333,0.5333333333,no,no,2,5,0
2017-05-04,300.4,113.2,43.4,155.35,27.66,39.94,10.0041666667,85.6666666667,0.0125,0.3,0.2916666667,1.0,7.8888888889,3.1555555556,no,no,3,5,0
2017-05-05,318.4,406.4,112.9,0.0,15.0,124.05,9.5958333333,82.5416666667,0.0,0.0,0.0,0.0,1.6666666667,0.6666666667,no,no,4,5,0
2017-05-06,224.5,272.8,182.4,0.0,1.49,68.35,11.7625,75.0,0.0,0.0,0.0,0.0,37.2777777778,14.9111111111,no,no,5,5,1
2017-05-07,0.0,0.0,0.0,0.0,0.0,0.0,12.0916666667,87.7083333333,0.3333333333,8.0,0.2916666667,1.0,10.5555555556,4.2222222222,no,no,6,5,1
2017-05-08,269.2,174.5,55.1,2.25,21.55,11.75,11.3125,82.5416666667,0.0625,1.5,0.5416666667,1.0,5.2777777778,2.1111111111,no,no,0,5,0
2017-05-09,142.6,206.6,135.2,0.0,8.56,23.3,6.5375,74.7916666667,0.0083333333,0.2,0.1666666667,1.0,7.2222222222,2.8888888889,no,no,1,5,0
2017-05-10,216.9,346.1,103.9,262.05,0.0,140.0,7.9083333333,70.2083333333,0.0,0.0,0.0,0.0,46.6111111111,18.6444444444,no,no,2,5,0
2017-05-11,354.9,695.0,122.3,0.0,13.9,101.74,13.4541666667,65.2083333333,0.0,0.0,0.0833333333,1.0,28.5,11.4,no,no,3,5,0
2017-05-12,792.4,965.2,187.7,0.0,7.2,252.9,14.325,83.7916666667,0.0083333333,0.2,0.4166666667,1.0,11.8888888889,4.7555555556,no,no,4,5,0
2017-05-13,1413.7,453.4,133.15,0.0,17.04,156.4,14.0958333333,81.375,0.0083333333,0.2,0.0833333333,1.0,24.9444444444,9.9777777778,no,no,5,5,1
2017-05-14,472.6,0.0,24.9,0.0,0.0,67.3,14.0333333333,85.9583333333,0.3958333333,9.5,0.375,1.0,12.2222222222,4.8888888889,no,no,6,5,1
2017-05-15,207.2,494.2,106.5,18.1,27.8,92.3,13.4875,80.7083333333,0.0041666667,0.1,0.0416666667,1.0,24.8333333333,9.9333333333,no,no,0,5,0
2017-05-16,98.4,1079.6,116.6,0.0,7.6,103.09,14.9625,67.6666666667,0.0,0.0,0.0,0.0,46.6111111111,18.6444444444,no,no,1,5,0
2017-05-17,184.8,320.1,99.3,58.0,38.97,136.99,17.6041666667,66.125,0.0,0.0,0.0,0.0,44.3888888889,17.7555555556,no,no,2,5,0
2017-05-18,143.0,680.4,136.7,576.58,8.65,128.3,19.5875,65.7083333333,0.0,0.0,0.0,0.0,37.5555555556,15.0222222222,no,no,3,5,0
2017-05-19,349.0,553.8,138.8,2.5,7.2,112.99,16.5666666667,75.375,0.2416666667,5.8,0.2916666667,1.0,19.7777777778,7.9111111111,no,no,4,5,0
2017-05-20,365.2,920.3,14.3,0.0,8.36,160.55,12.2125,73.125,0.0,0.0,0.0,0.0,13.1666666667,5.2666666667,no,no,5,5,1
2017-05-21,0.0,0.0,0.0,0.0,0.0,0.0,8.9727272727,79.1818181818,0.0,0.0,0.0,0.0,34.0,13.6,no,no,6,5,1
2017-05-22,100.5,863.99,8.4,461.08,8.2,144.5,17.6125,57.75,0.0,0.0,0.0,0.0,19.4166666667,7.7666666667,no,no,0,5,0
